card_id	internal_card_id	card_name	
.3287	8987	Soltari Foot Soldier
.3289	8989	Soltari Lancer
.3290	8990	Soltari Monk
.3291	8991	Soltari Priest
.3292	8992	Soltari Trooper
.3293	14766	Souldrinker
.3294	9154	Spike Drone
.3295	14800	Spinal Graft
.3296	9198	Spirit Mirror
.3299	9294	Stalking Stones
.3301	9313	Starke of Rath
.3303	14855	Steal Enchantment
.3305	9402	Storm Front
.3306	14924	Stun
.3308	15030	Telethopter
.3310	15051	Thalakos Lowlands
.3311	15052	Thalakos Mistfolk
.3312	9838	Thalakos Seer
.3313	15053	Thalakos Sentry
.3314	9971	Thumbscrews
.3315	10019	Time Ebb
.3316	10073	Tooth and Claw
.3318	10129	Tradewind Rider
.3320	15210	Twitch
.3322	15281	Vec Townships
.3323	10533	Verdant Force
.3324	15306	Verdigris
.3328	15422	Warmth
.3329	10846	Wasteland
.3332	10966	Wild Wurm
.3333	10983	Wind Dancer
.3334	10998	Winds of Rath
.3338	394	Amok
.3339	770	Awakening
.3341	1267	Bottomless Pit
.3343	1390	Bullwhip
.3344	1394	Burgeoning
.3347	1505	Carnassid
.3349	12008	Cloud Spirit
.3351	1934	Contemplation
.3353	12063	Conviction
.3356	12101	Craven Giant
.3357	12115	Crossbow Ambush
.3359	12192	Dauthi Trapper
.3360	12214	Death Stroke
.3362	12348	Dream Prowler
.3363	12376	Duct Crawler
.3364	12379	Dungeon Shade
.3365	2964	Elven Rite
.3366	12456	Endangered Armodon
.3367	3463	Flame Wave
.3369	3541	Flowstone Blade
.3370	3545	Flowstone Hellion
.3371	3546	Flowstone Mauler
.3372	12659	Flowstone Shambler
.3373	3621	Foul Imp
.3374	12725	Furnace Spirit
.3376	4360	Hammerhead Shark
.3379	4517	Hermit Druid
.3380	4528	Hesitation
.3382	13020	Hidden Retreat
.3383	4647	Horn of Greed
.3384	13046	Hornet Cannon
.3389	13375	Leap
.3390	5711	Lowland Basilisk
.3394	6160	Mindwarper
.3395	6238	Mob Justice
.3398	6244	Mogg Infestation
.3399	6245	Mogg Maniac
.3400	6317	Morgue Thrull
.3402	6372	Mulch
.3404	6936	Overgrowth
.3405	7297	Portcullis
.3406	7369	Primal Rage
.3408	7495	Pursuit of Knowledge
.3409	7565	Rabid Rats
.3412	7796	Reins of Power
.3413	7889	Revenant
.3414	8097	Ruination
.3419	14556	Shifting Wall
.3420	8710	Sift
.3422	8807	Skeleton Scavengers
.3423	8870	Skyshroud Archer
.3424	8875	Skyshroud Falcon
.3425	14672	Skyshroud Troopers
.3426	14698	Smite
.3427	8984	Soltari Champion
.3428	9151	Spike Breeder
.3429	9153	Spike Colony
.3430	9155	Spike Feeder
.3431	9159	Spike Soldier
.3432	9161	Spike Worker
.3433	9170	Spindrift Drake
.3436	9222	Spitting Hydra
.3437	9454	Stronghold Assassin
.3438	14919	Stronghold Taskmaster
.3443	15092	Tidal Surge
.3444	15094	Tidal Warrior
.3445	15130	Torment
.3446	10099	Tortured Existence
.3449	10689	Volrath's Gardens
.3453	15387	Walking Dream
.3454	10756	Wall of Essence
.3455	10771	Wall of Razors
.3456	10777	Wall of Souls
.3459	15568	Youthful Knight
.3460	410	Anarchist
.3461	11516	Angelic Blessing
.3463	11617	Avenging Druid
.3464	11697	Bequeathal
.3466	1524	Cartographer
.3467	11901	Cat Burglar
.3468	1534	Cataclysm
.3469	11955	Charging Paladin
.3471	1769	City of Traitors
.3472	1942	Convalescence
.3474	2135	Culling the Weak
.3476	12142	Cursed Flesh
.3477	12191	Dauthi Cutthroat
.3478	2275	Dauthi Jackal
.3479	2280	Dauthi Warlord
.3480	2337	Death's Duet
.3483	12430	Elven Palisade
.3485	12477	Entropic Specter
.3486	3086	Ephemeron
.3487	3093	Equilibrium
.3489	3115	Ertai, Wizard Adept
.3492	12603	Fighting Chance
.3495	12718	Fugue
.3496	12724	Furnace Brood
.3497	12907	Grollub
.3500	5008	Jackalope Herd
.3501	5200	Keeper of the Beasts
.3502	5201	Keeper of the Dead
.3503	5202	Keeper of the Flame
.3504	5203	Keeper of the Light
.3505	5204	Keeper of the Mind
.3507	5626	Limited Resources
.3508	13478	Mage il-Vec
.3509	5839	Mana Breach
.3511	13523	Maniacal Rage
.3512	13559	Medicine Bag
.3514	6127	Mind Maggots
.3515	6128	Mind Over Matter
.3516	6148	Mindless Automaton
.3517	13619	Mirozel
.3518	13659	Mogg Assassin
.3519	13677	Monstrous Hound
.3521	6705	Null Brooch
.3527	6794	Ogre Shaman
.3528	6817	Onslaught
.3531	7048	Peace of Mind
.3534	7224	Pit Spawn
.3536	13999	Plated Rootwalla
.3537	14019	Predatory Hunger
.3538	7348	Price of Progress
.3541	7689	Ravenous Baboons
.3543	14163	Reckless Ogre
.3544	7758	Reclaim
.3545	14168	Reconnaissance
.3546	7765	Recurring Nightmare
.3548	14277	Robe of Mirrors
.3549	14302	Rootwater Alligator
.3550	8066	Rootwater Mystic
.3551	14347	Sabertooth Wyvern
.3552	8279	Scalding Salamander
.3553	8289	Scare Tactics
.3554	8319	School of Piranha
.3555	8363	Scrivener
.3556	8551	Shackles
.3557	14547	Shield Mate
.3558	8869	Skyshaper
.3559	8874	Skyshroud Elite
.3560	8882	Skyshroud War Beast
.3562	8993	Soltari Visionary
.3563	14732	Song of Serenity
.3565	9122	Spellshock
.3566	9128	Sphere of Resistance
.3567	9152	Spike Cannibal
.3568	9156	Spike Hatcher
.3570	9160	Spike Weaver
.3571	14848	Standing Troops
.3572	9576	Survival of the Fittest
.3573	9836	Thalakos Drifters
.3574	9837	Thalakos Scout
.3575	9867	Theft of Dreams
.3576	15063	Thopter Squadron
.3577	9966	Thrull Surgeon
.3579	10171	Treasure Hunter
.3580	10450	Vampire Hounds
.3581	10688	Volrath's Dungeon
.3582	10767	Wall of Nets
.3583	15442	Wayward Soul
.3584	10895	Welkin Hawk
.3585	15466	Whiptongue Frog
.3586	11094	Workhorse
.3587	15576	Zealots en-Dal
.3589	423	Ancient Craving
.3590	11751	Bloodcurdling Scream
.3591	1378	Brutal Nightstalker
.3592	11971	Chorus of Woe
.3593	2088	Cruel Edict
.3594	12159	Dakmor Bat
.3595	2199	Dakmor Plague
.3596	12161	Dakmor Scorpion
.3597	2201	Dakmor Sorceress
.3598	12173	Dark Offering
.3599	3622	Foul Spirit
.3600	13270	Kiss of Death
.3601	5752	Lurking Nightstalker
.3602	13654	Moaning Spirit
.3603	6623	Nightstalker Engine
.3604	7334	Predatory Nightstalker
.3605	7430	Prowling Nightstalker
.3606	7598	Raiding Nightstalker
.3607	7601	Rain of Daggers
.3608	7879	Return of the Nightstalkers
.3609	11537	Apprentice Sorcerer
.3610	11561	Armored Galleon
.3611	12020	Coastal Wizard
.3612	2441	Denizen of the Deep
.3613	12526	Extinguish
.3615	3272	False Summoning
.3617	14190	Remove
.3618	14449	Screeching Drake
.3619	8379	Sea Drake
.3620	8903	Sleight of Hand
.3621	14858	Steam Frigate
.3622	14991	Talas Air Ship
.3623	14992	Talas Explorer
.3624	14993	Talas Merchant
.3625	14994	Talas Researcher
.3626	14995	Talas Scout
.3627	9676	Talas Warrior
.3628	9782	Temporal Manipulation
.3629	15492	Wind Sail
.3630	11656	Barbtooth Wurm
.3631	11678	Bear Cub
.3633	4083	Golden Bear
.3634	12965	Harmony of Nature
.3636	5760	Lynx
.3637	13800	Norwood Archers
.3638	6685	Norwood Priestess
.3641	7264	Plated Wurm
.3643	14199	Renewing Touch
.3644	14270	River Bear
.3645	14364	Salvage
.3647	9632	Sylvan Yeti
.3648	10176	Tree Monkey
.3649	15482	Wild Ox
.3650	1336	Brimstone Dragon
.3652	3988	Goblin Cavaliers
.3653	4002	Goblin Firestarter
.3654	4005	Goblin General
.3656	5788	Magma Giant
.3657	13821	Obsidian Giant
.3658	6787	Ogre Arsonist
.3659	13827	Ogre Berserker
.3660	13834	Ogre Warrior
.3661	11473	Alaborn Cavalier
.3662	341	Alaborn Grenadier
.3663	342	Alaborn Musketeer
.3664	11474	Alaborn Trooper
.3665	11475	Alaborn Veteran
.3667	11510	Angel of Fury
.3668	466	Angelic Wall
.3669	611	Armored Griffin
.3670	11657	Bargain
.3671	3374	Festival of Trokin
.3672	13211	Just Fate
.3673	14124	Rally the Troops
.3674	7941	Righteous Charge
.3675	7942	Righteous Fury
.3676	14857	Steam Catapult
.3677	9763	Temple Acolyte
.3678	15034	Temple Elder
.3680	15193	Trokin High Guard
.3681	10696	Volunteer Militia
.3682	15429	Warrior's Stand
.3684	11428	Absolute Grace
.3685	11429	Absolute Law
.3687	188	Abyssal Horror
.3688	203	Academy Researchers
.3689	215	Acidic Soil
.3690	221	Acridian
.3691	347	Albino Troll
.3692	11501	Anaconda
.3693	455	Angelic Chorus
.3694	482	Annul
.3695	11526	Antagonism
.3696	531	Arcane Laboratory
.3697	588	Argothian Elder
.3698	11557	Argothian Swine
.3700	695	Attunement
.3701	798	Back to Basics
.3702	878	Barrin's Codex
.3703	877	Barrin, Master Wizard
.3704	956	Bedlam
.3705	960	Befoul
.3707	1049	Blasted Landscape
.3708	1125	Blood Vassal
.3709	1183	Bog Raiders
.3710	11805	Brand
.3711	11808	Bravado
.3712	11810	Breach
.3713	1333	Brilliant Halo
.3714	11837	Bull Hippo
.3715	1391	Bulwark
.3716	11860	Cackling Fiend
.3719	1541	Catastrophe
.3721	1693	Child of Gaea
.3722	1704	Chimeric Staff
.3723	11985	Citanul Centaurs
.3724	1762	Citanul Flute
.3726	1779	Claws of Gix
.3727	11991	Clear
.3728	11999	Cloak of Mists
.3729	1906	Congregate
.3731	1951	Copper Gnomes
.3732	1962	Coral Merfolk
.3733	2019	Cradle Guard
.3734	2027	Crater Hellion
.3735	12105	Crazed Skirge
.3736	2071	Crosswinds
.3737	2121	Crystal Chimes
.3739	2227	Dark Hatchling
.3740	2240	Darkest Hour
.3742	2477	Despondency
.3743	2483	Destructive Urge
.3745	12278	Disciple of Grace
.3746	12280	Disciple of Law
.3747	2570	Discordant Dirge
.3748	12287	Disorder
.3749	2597	Disruptive Student
.3750	12315	Douse
.3751	2671	Dragon Blood
.3752	2755	Drifting Djinn
.3753	2756	Drifting Meadow
.3754	12367	Dromosaur
.3755	2812	Duress
.3756	12422	Electryte
.3757	2977	Elvish Herder
.3758	3039	Endless Wurm
.3759	12461	Endoskeleton
.3760	3048	Energy Field
.3762	3186	Exhume
.3763	3195	Exploration
.3764	3201	Expunge
.3765	3248	Faith Healer
.3766	3273	Falter
.3767	3312	Fault Line
.3768	3393	Fiery Mantle
.3769	3408	Fire Ants
.3770	3508	Flesh Reaver
.3772	3563	Fog Bank
.3773	12689	Fortitude
.3774	3704	Gaea's Bounty
.3775	3706	Gaea's Embrace
.3776	3724	Gamble
.3779	4016	Goblin Lackey
.3780	4021	Goblin Matron
.3781	4023	Goblin Offensive
.3782	4025	Goblin Patrol
.3783	12844	Goblin Spelunkers
.3784	4060	Goblin War Buggy
.3785	12862	Gorilla Warrior
.3786	4134	Grafted Skullcap
.3787	4184	Great Whale
.3788	4190	Greater Good
.3789	4203	Greener Pastures
.3790	12982	Headlong Rush
.3791	4453	Heat Ray
.3792	4509	Herald of Serra
.3794	4535	Hidden Ancients
.3795	4539	Hidden Guerrillas
.3797	4541	Hidden Herd
.3799	4545	Hidden Predators
.3801	4547	Hidden Spider
.3803	4549	Hidden Stag
.3805	13034	Hollow Dogs
.3806	13042	Hopping Automaton
.3807	4666	Horseshoe Crab
.3808	4693	Humble
.3809	4725	Hush
.3810	4786	Ill-Gotten Gains
.3811	4798	Imaginary Pet
.3812	13186	Jagged Lightning
.3813	5160	Karn, Silver Golem
.3814	5483	Launch
.3815	5500	Lay Waste
.3817	5600	Lightning Dragon
.3818	5621	Lilting Refrain
.3819	13420	Lingering Mirage
.3820	5706	Lotus Blossom
.3821	5729	Lull
.3822	5749	Lurking Evil
.3825	6017	Meltdown
.3826	6085	Metrognome
.3827	6094	Midsummer Revel
.3828	6210	Mishra's Helix
.3829	13656	Mobile Fort
.3830	6287	Monk Idealist
.3831	6288	Monk Realist
.3833	6672	Noetic Scales
.3834	6827	Opal Acrolith
.3836	6829	Opal Archangel
.3838	13856	Opal Caryatid
.3840	6835	Opal Gargoyle
.3842	6839	Opal Titan
.3844	6851	Oppression
.3846	13914	Parasitic Bond
.3848	13922	Path of Peace
.3849	7063	Pegasus Charger
.3850	13933	Pendrell Drake
.3852	7160	Phyrexian Ghoul
.3855	7246	Planar Birth
.3857	7286	Polluted Mire
.3858	7307	Pouncing Jaguar
.3860	7355	Priest of Titania
.3864	14139	Ravenous Skirge
.3866	7747	Recantation
.3867	14167	Reclusive Wight
.3868	7800	Rejuvenate
.3870	7820	Remote Isle
.3872	7845	Rescind
.3874	14221	Retromancer
.3875	8106	Rumbling Crescendo
.3885	14378	Sandbar Merfolk
.3886	14379	Sandbar Serpent
.3887	14413	Scald
.3888	8332	Scoria Wurm
.3889	8351	Scrap
.3890	8518	Serra Avatar
.3891	14512	Serra Zealot
.3893	8524	Serra's Liturgy
.3894	8525	Serra's Sanctum
.3895	14557	Shimmering Barrier
.3896	8644	Shiv's Embrace
.3898	8648	Shivan Hellkite
.3899	8651	Shivan Raptor
.3900	8663	Show and Tell
.3901	14576	Shower of Sparks
.3902	14591	Sicken
.3903	14603	Silent Attendant
.3904	8817	Skirge Familiar
.3905	8832	Skittering Skirge
.3906	14681	Sleeper Agent
.3907	8909	Slippery Karst
.3909	8943	Smoldering Crater
.3910	8959	Sneak Attack
.3911	9000	Somnophore
.3912	9003	Songstitcher
.3913	14756	Soul Sculptor
.3914	9173	Spined Fluke
.3915	14805	Spire Owl
.3917	9331	Steam Blast
.3918	9349	Stern Proctor
.3919	9449	Stroke of Genius
.3921	9517	Sunder
.3922	9636	Symbiosis
.3923	9657	Tainted Aether
.3925	9941	Thran Quarry
.3927	10048	Titania's Boon
.3928	10049	Titania's Chosen
.3929	15121	Tolarian Winds
.3930	10081	Torch Song
.3931	15177	Treefolk Seedlings
.3932	15181	Treetop Rangers
.3935	15242	Unnerve
.3936	15247	Unworthy Dead
.3937	10459	Vampiric Embrace
.3939	10498	Veil of Birds
.3941	15289	Veiled Crocodile
.3942	10501	Veiled Sentry
.3944	15298	Venomous Fangs
.3945	15321	Viashino Outrider
.3947	15324	Viashino Sandswimmer
.3950	10590	Vile Requiem
.3951	15381	Vug Lizard
.3953	10800	War Dance
.3955	10914	Whetstone
.3956	10926	Whirlwind
.3957	10954	Wild Dogs
.3958	15495	Winding Wurm
.3959	15511	Wirecat
.3961	11045	Wizard Mentor
.3962	11107	Worn Powerstone
.3963	15559	Yawgmoth's Edict
.3965	11193	Zephid
.3966	177	About Face
.3967	449	Angel's Trumpet
.3968	488	Anthroplasm
.3969	704	Aura Flux
.3970	740	Avalanche Riders
.3971	11738	Bloated Toad
.3972	1219	Bone Shredder
.3973	11794	Bouncing Beebles
.3975	11851	Burst of Energy
.3976	11930	Cessation
.3977	1818	Cloud of Faeries
.3980	12181	Darkwatch Elves
.3981	2388	Defender of Chaos
.3982	2389	Defender of Law
.3983	2392	Defense of the Heart
.3984	2416	Delusions of Mediocrity
.3985	2448	Deranged Hermit
.3986	2506	Devout Harpist
.3988	3097	Erase
.3989	3170	Eviscerator
.3990	3192	Expendable Troops
.3991	3235	Faerie Conclave
.3993	3565	Fog of Gnats
.3994	3583	Forbidding Watchtower
.3997	3823	Ghitu Encampment
.3999	12753	Ghitu Fire-Eater
.4000	3826	Ghitu Slinger
.4001	3827	Ghitu War Cry
.4004	12868	Granite Grip
.4006	4537	Hidden Gibbons
.4007	4635	Hope and Glory
.4008	4808	Impending Disaster
.4009	13157	Intervene
.4010	4945	Iron Maiden
.4011	13169	Iron Will
.4012	5059	Jhoira's Toolbox
.4013	5158	Karmic Guide
.4014	13264	King Crab
.4015	5326	Knighthood
.4017	5754	Lurking Skirge
.4020	6202	Miscalculation
.4021	6267	Molten Hydra
.4022	6350	Mother of Runes
.4023	6375	Multani's Acolyte
.4025	6374	Multani, Maro-Sorcerer
.4026	6660	No Mercy
.4027	6831	Opal Avenger
.4028	6833	Opal Champion
.4029	6922	Ostracize
.4030	13915	Parch
.4031	7047	Peace and Quiet
.4032	7150	Phyrexian Broodlings
.4033	13960	Phyrexian Debaser
.4034	13961	Phyrexian Defiler
.4035	13962	Phyrexian Denouncer
.4036	7177	Phyrexian Reclamation
.4037	7248	Planar Collapse
.4038	7486	Purify
.4039	14074	Pygmy Pyrosaur
.4040	7521	Pyromancy
.4041	7548	Quicksilver Amulet
.4042	7568	Rack and Ruin
.4043	7573	Radiant's Dragoons
.4044	7574	Radiant's Judgment
.4045	7572	Radiant, Archangel
.4046	7660	Rancor
.4047	14129	Rank and File
.4048	7686	Raven Familiar
.4049	7744	Rebuild
.4050	7840	Repopulate
.4051	7952	Ring of Gix
.4052	14268	Rivalry
.4053	8354	Scrapheap
.4054	8419	Second Chance
.4055	14568	Shivan Phoenix
.4056	8694	Sick and Tired
.4057	14606	Silk Net
.4058	8758	Simian Grunts
.4059	14682	Sleeper's Guile
.4061	14697	Sluggishness
.4064	9476	Subversion
.4066	9594	Swat
.4067	15049	Tethered Skirge
.4068	15067	Thornwind Faeries
.4069	9940	Thran Lens
.4070	9943	Thran War Machine
.4072	9997	Ticking Gnomes
.4073	15154	Tragic Poet
.4076	10184	Treetop Village
.4078	10354	Unearth
.4079	10418	Urza's Blueprints
.4081	10564	Viashino Heretic
.4082	15323	Viashino Sandscout
.4083	15333	Vigilant Drake
.4085	15443	Weatherseed Elf
.4086	10880	Weatherseed Treefolk
.4087	10911	Wheel of Torture
.4088	11161	Yavimaya Granger
.4089	11163	Yavimaya Scion
.4090	11164	Yavimaya Wurm
.4091	202	Academy Rector
.4092	507	Apprentice Necromancer
.4094	694	Attrition
.4095	710	Aura Thief
.4096	267	Aether Sting
.4097	11737	Blizzard Elemental
.4098	1180	Body Snatcher
.4099	11799	Braidwood Cup
.4100	11800	Braidwood Sextant
.4101	11807	Brass Secretary
.4103	11835	Bubbling Beebles
.4104	1383	Bubbling Muck
.4106	1482	Capashen Knight
.4107	11883	Capashen Standard
.4108	11884	Capashen Templar
.4109	1508	Carnival of Souls
.4110	11966	Chime of Night
.4112	1867	Colos Yearling
.4114	2011	Covetous Dragon
.4115	12276	Disappear
.4116	12283	Disease Carriers
.4117	2637	Donate
.4118	12398	Dying Wail
.4119	12435	Elvish Lookout
.4120	12455	Encroach
.4122	3210	Extruder
.4123	3271	False Prophet
.4124	12565	Fatigue
.4125	3350	Fend Off
.4128	3459	Flame Jet
.4129	3497	Fledgling Osprey
.4130	3517	Flicker
.4131	3727	Gamekeeper
.4132	12820	Goblin Berserker
.4133	12827	Goblin Festival
.4134	12833	Goblin Gardener
.4135	4020	Goblin Marshal
.4136	12837	Goblin Masons
.4137	12857	Goliath Beetle
.4139	13057	Hulking Ogre
.4140	4717	Hunting Moa
.4141	13090	Illuminated Wings
.4143	13111	Incendiary
.4144	4942	Iridescent Drake
.4147	5110	Junk Diver
.4148	5211	Keldon Champion
.4149	5216	Keldon Vandals
.4150	13265	Kingfisher
.4152	13470	Lurking Jackals
.4153	13495	Magnify
.4154	13526	Mantis Engine
.4155	13534	Mark of Fury
.4156	5906	Marker Beetles
.4157	13546	Mask of Law and Grace
.4158	6030	Mental Discipline
.4160	6080	Metathran Elite
.4161	6081	Metathran Soldier
.4162	13673	Momentum
.4163	6376	Multani's Decree
.4165	6842	Opalescence
.4166	6850	Opposition
.4167	7042	Pattern of Rebirth
.4168	13966	Phyrexian Monitor
.4169	7170	Phyrexian Negator
.4170	13988	Plague Dogs
.4171	7263	Plated Spider
.4172	7308	Powder Keg
.4173	14042	Private Research
.4178	7813	Reliquary Monk
.4179	7838	Repercussion
.4180	7839	Replenish
.4181	14204	Rescue
.4190	8719	Sigil of Sleep
.4191	8830	Skittering Horror
.4192	14689	Slinking Skirge
.4195	14836	Squirming Mass
.4198	15029	Telepathic Spies
.4199	9824	Tethered Griffin
.4200	9937	Thran Dynamo
.4201	9938	Thran Foundry
.4202	9939	Thran Golem
.4203	15131	Tormented Angel
.4204	10241	Trumpet Blast
.4205	10288	Twisted Experiment
.4207	10733	Wake of Destruction
.4209	15477	Wild Colos
.4210	11158	Yavimaya Elder
.4212	11167	Yawgmoth's Bargain
.4213	352	Alert Shu Infantry
.4214	12412	Eightfold Maze
.4216	3268	False Defeat
.4217	12635	Flanking Troops
.4219	4287	Guan Yu's 1,000-Li March
.4221	5350	Kongming's Contraptions
.4222	5636	Liu Bei, Lord of Shu
.4223	5722	Loyal Retainers
.4224	13629	Misfortune's Gain
.4225	6985	Pang Tong, "Young Phoenix"
.4226	7683	Ravages of War
.4227	7930	Riding Red Hare
.4228	8688	Shu Cavalry
.4230	8689	Shu Elite Companions
.4231	14583	Shu Elite Infantry
.4232	14584	Shu Farmer
.4233	8690	Shu Foot Soldiers
.4234	8691	Shu General
.4235	8692	Shu Grain Caravan
.4236	14585	Shu Soldier-Farmers
.4237	15348	Virtuous Charge
.4238	11200	Zhang Fei, Fierce Warrior
.4240	11791	Borrowing 100,000 Arrows
.4241	11819	Brilliant Plan
.4242	11822	Broken Dam
.4243	1492	Capture of Jingzhou
.4244	11941	Champion's Victory
.4245	12082	Council of Advisors
.4246	12084	Counterintelligence
.4247	12678	Forced Retreat
.4248	5445	Lady Sun
.4249	5725	Lu Meng, Wu General
.4250	13459	Lu Su, Wu Advisor
.4251	5726	Lu Xun, Scholar General
.4252	7339	Preemptive Strike
.4253	14173	Red Cliffs Armada
.4254	8178	Sage's Knowledge
.4255	14899	Strategic Planning
.4256	14902	Straw Soldiers
.4257	9506	Sun Ce, Young Conquerer
.4258	9508	Sun Quan, Lord of Wu
.4259	15550	Wu Admiral
.4260	11127	Wu Elite Cavalry
.4261	11128	Wu Infantry
.4262	11129	Wu Light Cavalry
.4263	15551	Wu Longbowman
.4264	15552	Wu Scout
.4265	15553	Wu Spy
.4266	15554	Wu Warship
.4267	15588	Zhou Yu, Chief Commander
.4268	11203	Zhuge Jin, Wu Strategist
.4269	1480	Cao Cao, Lord of Wei
.4270	1481	Cao Ren, Wei Commander
.4271	1980	Corrupt Court Official
.4272	12138	Cunning Advisor
.4273	12227	Deception
.4274	12265	Desperate Charge
.4275	3275	Famine
.4276	12765	Ghostly Visit
.4278	6948	Overwhelming Forces
.4279	14003	Poison Arrow
.4280	14222	Return to Battle
.4281	8757	Sima Yi, Wei Field Marshal
.4282	14877	Stolen Grain
.4283	14880	Stone Catapult
.4284	10884	Wei Ambush Force
.4286	10886	Wei Elite Companions
.4287	10887	Wei Infantry
.4288	10888	Wei Night Raiders
.4289	10889	Wei Scout
.4290	10890	Wei Strike Force
.4291	11148	Xiahou Dun, the One-Eyed
.4292	11150	Xun Yu, Wei Advisor
.4293	15567	Young Wei Recruits
.4294	11201	Zhang He, Wei General
.4295	11202	Zhang Liao, Hero of Hefei
.4296	15593	Zodiac Pig
.4297	15595	Zodiac Rat
.4298	15596	Zodiac Snake
.4299	11648	Barbarian General
.4300	11649	Barbarian Horde
.4301	11842	Burning Fields
.4302	1404	Burning of Xinye
.4303	1939	Control of the Court
.4304	12077	Corrupt Eunuchs
.4305	12262	Desert Sandstorm
.4306	2521	Diaochan, Artful Beauty
.4307	2638	Dong Zhou, the Tyrant
.4309	3406	Fire Ambush
.4310	3410	Fire Bowman
.4311	4812	Imperial Recruiter
.4312	13119	Independent Troops
.4313	5724	Lu Bu, Master-at-Arms
.4314	5764	Ma Chao, Western Warrior
.4315	6351	Mountain Bandit
.4316	7684	Ravaging Horde
.4317	14194	Renegade Troops
.4318	14284	Rockslide Ambush
.4319	8045	Rolling Earthquake
.4320	10838	Warrior's Oath
.4321	15561	Yellow Scarves Cavalry
.4322	15562	Yellow Scarves General
.4323	15563	Yellow Scarves Troops
.4325	15570	Yuan Shao's Infantry
.4326	15589	Zodiac Dog
.4328	15590	Zodiac Goat
.4329	1261	Borrowing the East Wind
.4330	12553	False Mourning
.4331	3597	Forest Bear
.4332	4458	Heavy Fog
.4333	4687	Hua Tuo, Honored Physician
.4334	4714	Hunting Cheetah
.4335	5446	Lady Zhurong, Warrior Queen
.4336	13540	Marshaling the Troops
.4337	6028	Meng Huo, Barbarian King
.4338	13565	Meng Huo's Horde
.4339	7931	Riding the Dilu Horse
.4341	9066	Southern Elephant
.4342	14817	Spoils of Victory
.4343	14822	Spring of Eternal Peace
.4344	15007	Taoist Hermit
.4345	15008	Taoist Mystic
.4347	9951	Three Visits
.4349	10138	Trained Jackal
.4350	15192	Trip Wire
.4351	15476	Wielding the Green Dragon
.4353	15591	Zodiac Horse
.4354	11210	Zodiac Monkey
.4355	15592	Zodiac Ox
.4356	15594	Zodiac Rabbit
.4357	11211	Zodiac Rooster
.4358	11212	Zodiac Tiger
.4359	15606	Zuo Ci, the Mocking Sage
.4360	11511	Angel of Light
.4361	11939	Champion Lancer
.4362	2509	Devout Monk
.4363	12400	Eager Cadet
.4365	14315	Royal Falcon
.4367	10550	Veteran Cavalier
.4368	14460	Sea Eagle
.4369	2198	Dakmor Ghoul
.4370	12160	Dakmor Lancer
.4371	14579	Shrieking Specter
.4372	14904	Stream of Acid
.4373	11978	Cinder Storm
.4374	12824	Goblin Commando
.4375	9973	Thunder Dragon
.4376	15157	Trained Orgg
.4377	13748	Nature's Cloak
.4379	8746	Silverback Ape
.4380	15491	Willow Elf
.4383	418	Ancestral Mask
.4384	605	Armistice
.4385	620	Arms Dealer
.4386	625	Arrest
.4388	11635	Ballista Squad
.4389	11636	Balloon Peddler
.4391	865	Bargaining Table
.4392	11671	Battle Rampart
.4393	11672	Battle Squadron
.4394	994	Bifurcate
.4395	1023	Black Market
.4396	11710	Blaster Mage
.4397	11739	Blockade Runner
.4400	11761	Boa Constrictor
.4401	1186	Bog Smugglers
.4405	11839	Buoyancy
.4406	1434	Cackling Witch
.4408	1543	Cateran Brute
.4409	1544	Cateran Enforcer
.4410	1545	Cateran Kidnappers
.4411	1546	Cateran Overlord
.4412	1547	Cateran Persuader
.4413	1548	Cateran Slaver
.4414	1549	Cateran Summons
.4415	11908	Caustic Wasps
.4416	11909	Cave Sense
.4418	11911	Cavern Crawler
.4421	1633	Chameleon Spirit
.4422	1678	Charisma
.4424	11958	Charmed Griffin
.4426	1709	Cho-Arrim Bruiser
.4428	11969	Cho-Manno's Blessing
.4429	1710	Cho-Manno, Revolutionary
.4430	1744	Cinder Elemental
.4431	11992	Clear the Land
.4433	1820	Cloud Sprite
.4434	1884	Common Cause
.4436	12072	Cornered Market
.4438	2014	Crackdown
.4439	12095	Crag Saurian
.4442	12108	Crenellated Wall
.4445	2175	Customs Depot
.4446	12182	Darting Merfolk
.4447	2289	Dawnstrider
.4448	2383	Deepwood Drummer
.4449	12235	Deepwood Elder
.4454	2510	Devout Witness
.4456	12337	Drake Hatchling
.4458	2995	Embargo
.4459	3067	Enslaved Horror
.4461	12527	Extortion
.4462	12530	Extravagant Spirit
.4463	3216	Eye of Ramos
.4465	12624	Flailing Manticore
.4466	12625	Flailing Ogre
.4467	12626	Flailing Soldier
.4468	12634	Flaming Sword
.4470	3592	Forced March
.4471	12691	Foster
.4472	12698	Fountain Watch
.4474	3641	Fresh Volunteers
.4475	12723	Furious Assault
.4476	3725	Game Preserve
.4478	12748	Gerrard's Irregulars
.4479	12767	Ghoul's Feast
.4480	12813	Glowing Anemone
.4481	12912	Groundskeeper
.4483	4354	Hammer Mage
.4484	4401	Haunted Crossroads
.4485	4433	Heart of Ramos
.4486	13006	Henge Guardian
.4488	4534	Hickory Woodlot
.4489	4558	High Market
.4490	13021	High Seas
.4491	13023	Highway Robber
.4492	4579	Hired Giant
.4493	4628	Honor the Fallen
.4494	13040	Hoodwink
.4495	4648	Horn of Plenty
