shandalar_id	shandalar_internal_id	name	moxfield_id	scryfall_id
.1049	4031	Goblin Raider	kAzKO	f026d65f-c365-475b-9454-e9935af00ec4
.1050	4156	Grave Pact	E6W4Q	b88471f6-ccb3-4129-b7a4-62cee65605ef
.1051	4164	Gravedigger	Lm6er	0fb714a0-e61b-4ccf-8de6-3a6bf87c8315
.1052	4302	Guerrilla Tactics	YnJx5	9bf3bac0-6e63-4bd3-bbd6-547f46c2d126
.1054	4531	Hibernation	LVyZ3	a33661f0-7dde-4b08-87da-1eeb723ddf9f
.1055	4626	Honor Guard	EQaK5	9c8a5add-87af-447d-9fd7-c4aeec3685fb
.1056	4654	Horned Troll	L3KP1	fffce2f7-b619-4483-a75e-916343194641
.1057	4655	Horned Turtle	L4Xwg	f8f2b7c1-9f2a-481d-94ee-04728828f7df
.1058	4689	Hulking Cyclops	E6Dlw	dc1a5428-9bb4-4e2b-ba94-fccd321ce537
.1059	4708	Hunted Wumpus	EgaK5	2bf7258f-83c0-4cb0-8b1c-1f0c131abcd3
.1060	4843	Index	Ye40P	785fd0b8-7e98-44f5-8012-b9dadb31f9b0
.1061	4900	Inspiration	EQPo3	95233b5e-9401-4d6d-8ec4-959ca22270ff
.1062	4922	Intrepid Hero	Yj18y	43ec71e9-0024-4f8f-b499-541fb7607fcd
.1063	4923	Intruder Alarm	YBr85	8d62468e-ed9d-4932-bbbd-103b33b98b25
.1064	4975	Ivory Mask	Y89gA	b02422f7-728b-481b-9eb1-34d17c696ce6
.1065	5466	Larceny	kXgZ1	1cb3eddb-cd89-4cec-92b4-4006dece36a8
.1066	5486	Lava Axe	L3ab3	c3dab325-8f4f-4288-9f3f-960e52b4335b
.1067	5489	Lava Hounds	kOaZw	cf83d5c7-a17c-4350-9432-92a01421b39a
.1069	5556	Lhurgoyf	LKZZP	ea5d550a-bd8b-4f9e-ac7d-c35ebbe313e6
.1070	5594	Lightning Blast	LD7qz	2ca1ead8-44d8-406f-af36-276f41a47904
.1071	5601	Lightning Elemental	EJ3vm	5f2a959e-7c17-4226-afcb-bc0bb5a4492b
.1072	13429	Living Terrain	YndZx	93a22646-0e36-491e-9b90-39fad60d64bf
.1073	5652	Llanowar Behemoth	E1pWA	f47054d9-ab6c-4d66-8744-b458721a6c98
.1075	5682	Looming Shade	L49dP	84a6703c-38d4-4c86-b5b0-ebfde81bb1bf
.1076	5689	Lord of the Undead	YvbrV	792e773b-5feb-407f-a162-f35d6e693cca
.1077	5783	Maggot Carrier	EJXM8	cd2ee72e-68d3-46b9-abc6-08532ce412b2
.1078	5847	Mana Leak	Y8ZmO	247939d9-87e9-4f01-b223-fb4cfa7dbbe1
.1079	5912	Maro	EW42G	9159e250-4eec-4ec4-80e1-42259331b3b9
.1080	5956	Master Decoy	Ebr08	88bd93e9-4fc8-4c10-8183-c87363601033
.1082	6006	Megrim	YxKNy	3b04fca4-b4de-4343-ba58-d8aea39edc19
.1083	6041	Merchant of Secrets	YlJwl	10227a24-d4f7-4dfa-a54d-eaf183fd7e79
.1084	6042	Merchant Scroll	LDwz5	bb5385d2-ca5d-4fb9-934b-b7cc8b38ac89
.1085	6098	Might of Oaks	kyyN6	438a324b-cf3e-4a0f-95c4-cd548586f7e5
.1087	6130	Mind Rot	ka5P8	833a8604-92d5-443b-9bc0-bd91c973ef07
.1088	6133	Mind Slash	Ydr0a	76da89df-edb9-482c-a3bb-e7cf650990cc
.1089	6134	Mind Sludge	Ydvva	7aaedf6d-171b-4845-8815-debbe06b5b66
.1090	6248	Mogg Sentry	LmoPK	56100dd7-250d-4a3a-b719-b25fc73873dc
.1091	6294	Monstrous Growth	EbV6g	7e5a2687-af7a-42ad-8938-f3534c7da222
.1093	6383	Murderous Betrayal	E5WmP	0063ed19-494b-4199-9120-d479bfcb625a
.1094	6460	Nantuko Disciple	Y8AVa	32bd6695-ee30-4ab1-a732-26b073c2fec6
.1095	6478	Natural Affinity	Yj2qy	4847f8e8-9979-427e-999a-26711e542f82
.1096	6483	Naturalize	kyeVD	390c40ba-2464-44ae-8d67-93c72ab3c425
.1097	6493	Nausea	L31d1	2569173f-df5e-4518-9fb3-f972210595df
.1098	6544	Nekrataal	E0VAW	5b3a4f2a-57ea-4fa0-a76f-3e215a36d1f4
.1099	6686	Norwood Ranger	LDxjM	4ebf3a7c-e065-468b-a73c-6f986cde3a3d
.1100	6766	Obliterate	YvbDp	c85f9623-5900-473c-a3b1-f98473b9a545
.1101	6796	Ogre Taskmaster	YnD2Z	60b6b204-f3a2-4d58-94a7-1d132ccfc819
.1104	6876	Orcish Spy	YBr4V	7f3948e0-8597-4927-90ce-affa949e3013
.1105	6987	Panic Attack	Lmo5B	e9c6cbc8-e33a-4692-aff0-4de9bb65421d
.1106	7023	Patagia Golem	LKabK	c66c9c30-35c4-4813-a766-a54a418baf8b
.1107	7051	Peach Garden Oath	YdJav	66525fe9-8a84-474f-84ec-eb64f2f7bf11
.1108	7093	Persecute	EbnR6	54af13f6-7a7b-431d-9dda-6492d135563f
.1109	7126	Phantom Warrior	YvzPa	11cbdf06-f6b5-4bd8-80bf-6d7e57649684
.1110	7148	Phyrexian Arena	EbWwn	b4142d3b-9c17-4a26-949e-3fc3e600fd1c
.1112	7162	Phyrexian Hulk	EQPxD	304bc0a2-0cf4-4609-a0fc-de933402c64a
.1113	7172	Phyrexian Plaguelord	Lw6Qw	d0894a99-13e0-406c-8ca3-5552c64e3154
.1114	7232	Plague Beetle	LwK7n	8f5d3dac-98df-433f-a417-bcb9c91722fb
.1115	7241	Plague Wind	YNzg1	72d21d0d-7de7-4f03-8663-002c9290512f
.1116	7252	Planar Portal	kyWd1	8743b2ce-0e18-42c9-aee4-f13197a9c481
.1117	7272	Plow Under	YndXA	27128f26-0d89-4962-96e8-5fa343031a26
.1118	7376	Primeval Force	YlnQn	70a4e884-b36c-4fde-84bb-a19a3ce160ae
.1119	7378	Primeval Shambler	Y2b7K	e45931d2-3fbf-4509-aa41-13d7839578df
.1120	7478	Puppeteer	kA2X0	b0814958-2fec-443e-b27e-cd2416ccbf95
.1121	7513	Pyroclasm	YeoNK	8c8f3b5e-71b4-42e0-9ddb-630e3dcf1be7
.1122	7589	Raging Goblin	E5Kn2	3480927c-10da-4817-9954-10aea2bc7100
.1123	7600	Rain of Blades	LwdO4	f3bd6ca4-c4ed-41c3-834c-23e0c1741b72
.1124	7657	Rampant Growth	YvyMp	18992876-740a-4c30-b2fd-b6a5afd467b4
.1125	7693	Ravenous Rats	kXw9A	f87e5072-525e-4b0b-a5c3-ee5e89a81e1d
.1126	7712	Razorfoot Griffin	k9pQg	662d812f-4936-48e4-acbe-abccf9ab21c7
.1127	7773	Redeem	E5W2P	b9ba3fde-f5ff-4e59-88a0-3c38fc5e75e0
.1128	7783	Reflexes	Ebn5g	139d9770-4316-4ac1-b235-5a1d6e15cece
.1130	7903	Revive	L4X49	1b365778-1678-4c1f-ae32-7671a1429a3e
.1131	7908	Rewind	YNrw1	b832abcc-9ffd-47bf-827a-01b303c610ee
.1133	7929	Ridgeline Rager	YNaWZ	43d9c248-2360-4fdc-9a0f-49d350c11e95
.1134	8132	Rushwood Dryad	YndzR	3ed23582-3260-44c6-9884-904d294442ad
.1135	8152	Sabretooth Tiger	kalgq	c85964eb-c586-4e62-9a19-6a665e6ad98d
.1137	8158	Sacred Nectar	L39Gv	bcdd5e1c-47db-4960-860c-2af14b734b59
.1138	8175	Sage Owl	YN2Jl	d48af662-25a3-46a0-a48c-ba8cc417490c
.1139	8384	Sea Monster	kp05j	6a1d7d4b-721e-4946-803d-b04ddbe7b718
.1140	8408	Searing Wind	EbVNg	61afd3c5-7103-4247-8bb9-747532ae4265
.1141	8415	Seasoned Marshal	LK8Qd	11fafc94-543b-4e9d-83aa-ac510aed87ea
.1142	8450	Seismic Assault	LKyQP	6b2eb4e6-4ce1-4f72-9b3d-b6a44b22bd2e
.1143	8513	Serpent Warrior	Y8byW	daad7489-c8cd-4eb6-bef1-8b82f2099579
.1144	8544	Sever Soul	LDwK5	df1cb775-3a45-4f2c-9c45-febda6434c59
.1145	8546	Severed Legion	LmJmB	82633f38-5af1-429e-8c9d-db536af85309
.1146	8627	Shifting Sky	Yxy2m	fed441d0-b8c8-4d63-80ff-cc4fb47d0b26
.1147	8658	Shock	Yljyj	59fa8e8d-bcb8-47bf-b71a-df11c8d0f2c9
.1148	8659	Shock Troops	LmJD0	49fe44af-5d8f-44ee-b767-2267917cf4bf
.1149	8795	Sizzle	YndgN	dfdfe2a9-1323-4f15-b2ce-d8dd404b914d
.1150	8898	Slay	L39Nl	94dcbf68-faa7-4fa1-be17-2f71a0f9ad5e
.1151	8960	Sneaky Homunculus	kA2e5	a9020f16-4c26-4a7b-8b5c-1d8df3e910a9
.1152	8980	Solidarity	YdrQa	7810eec1-9bb4-480f-9074-712ad9eb8fba
.1153	9028	Soul Feast	Yeb7O	5d0a8d6d-8cd0-4dfe-9894-77eb60620884
.1154	9118	Spellbook	LVvrj	26f4d2b1-31d7-40d8-bd4e-cdd128076d0f
.1155	9166	Spiketail Hatchling	Yxyny	8d0586e0-5e93-4742-a5ae-893edd49117d
.1156	9176	Spined Wurm	LKDAo	0de97b4e-42c7-47e5-a523-a47eadd068f7
.1157	9177	Spineless Thug	LDwvp	0221a713-2fdc-4ff0-abe3-1d340d272232
.1158	9226	Spitting Spider	Y8ABy	bfeeb515-7d3d-4678-a480-32485b197afb
.1159	9249	Spreading Algae	L4yvr	3abaf631-ce63-47c8-8883-04f942f2e7ba
.1160	9310	Star Compass	YeK5R	9c010712-7f42-4c55-9a63-aca2452aac05
.1161	9323	Staunch Defenders	Yo5bV	ba41211a-30b0-4064-a197-5d17472b278f
.1162	9400	Storm Crow	Ydd6a	036ef8c9-72ac-46ce-af07-83b79d736538
.1164	9480	Sudden Impact	Y8AQo	a6560bb7-28d4-4b5c-bdfa-986a5c114349
.1165	9547	Sunweb	Yvbl8	7261bcea-27e0-417f-b3bf-7089c1e8bf1e
.1166	9591	Swarm of Rats	Yj27B	ba1a92e2-6a8f-45fe-84cc-08fde6210077
.1167	9601	Sword Dancer	YNaGg	ec270d53-042e-4b11-b0f4-6416348b8fff
.1169	9752	Telepathy	kOrXz	ce03b4b4-612b-4fc9-b063-b0d367712eaf
.1170	9777	Temporal Adept	kX8VG	0ff2dfe6-dbc0-46c3-9d5c-9f0ba6f511ec
.1172	9883	Thieving Magpie	LRNpp	96395d53-5eaa-4d17-a473-f685ad925eaf
.1174	10002	Tidal Kraken	EQonA	569d1014-e04a-4f8d-a2b2-699b5be08d5d
.1175	10128	Trade Routes	E1pqx	57e5d7c9-36f7-4312-ada0-b6c2757487c8
.1176	10173	Treasure Trove	YnjzA	f145a7d4-151b-41dd-94f9-eda406080222
.1177	10186	Tremor	k9nG1	7d47f27d-5a25-4d2a-b2a2-027b579b881b
.1180	10463	Vampiric Spirit	LDwql	6e5235e5-deb7-49eb-82a8-858d3ee7c91b
.1181	10511	Venerable Monk	EJz3m	8002ca7f-a889-4145-8f1b-5e8417f7c0bf
.1182	10540	Vernal Bloom	Yln2G	baabb73c-e3d9-4ba1-9963-986e09ef49a7
.1184	10566	Viashino Sandstalker	EW4pl	1954d2eb-c1d0-4b99-a89c-357beb710055
.1185	10572	Vicious Hunger	EPwzR	a232093a-f136-428d-9a6d-c03b1a20126a
.1186	10601	Vine Trellis	Yn12p	4683fa31-da33-4313-82b5-0ed91f33e8d3
.1187	10681	Volcanic Hammer	Yl5PG	9db3f454-4aeb-4e48-b961-bea760ea8ddf
.1188	10829	Warped Devotion	LzDgm	ffd41ebd-91a8-4972-8f93-3306e68519f9
.1189	10904	Western Paladin	YBrGW	4f829763-3dce-453f-a783-177ea085ee01
.1190	11005	Wing Snare	LD7xl	a58e1c71-b0e1-4c03-97cc-330e3ef94e52
.1191	11065	Wood Elves	kqKq2	227746cb-8d9e-4f56-a19c-971a35f4cf20
.1192	11108	Worship	Y898y	4ad20044-8ed8-49ae-9a07-d4cb18527cc7
.1193	11117	Wrath of Marit Lage	k9n31	a0111ef4-f0be-4af3-981f-aa19a17a3d7b
.1194	11159	Yavimaya Enchantress	kAlgD	e7255a92-12eb-4506-a3fa-996cd38ca836
.1195	9545	Suntail Hawk	EgGwv	28a1f83c-a9ef-463e-97b5-2ca3b7232f82
.1196	10135	Trained Armodon	kOJPW	b55e0487-3abb-4f2b-b34c-d6ad49164e73
.1197	10984	Wind Drake	EQRmB	5e227a63-abea-494e-9d66-6ff0a3da14ca
.1198	327	Akroma, Angel of Wrath	Yn14x	bf1ef8ec-d915-41f2-b087-3d6d82e3db85
.1199	431	Ancient Spider	kalO8	75ca99de-57e7-47c4-b40a-6e41e3b18069
.1200	10432	Utopia Tree	LDxW5	49bed540-da8d-4148-8794-8e8d01ed5387
.1201	4457	Heavy Ballista	kpqlB	8b665186-7ee5-47dd-b849-cb9c318f31e6
.1202	2097	Crumbling Necropolis	kAZb5	720652e9-834c-4ac0-8008-b2b16c3b7507
.1203	5105	Jungle Shrine	YvDqe	57e7fedd-3e02-462d-b13e-32c34eedd069
.1204	8261	Savage Lands	EJ0w8	c281afba-c239-46e7-b8ba-04a01d24ca04
.1205	8411	Seaside Citadel	EgBqw	4f35d808-51c7-42b1-bbd5-1cd452432cd6
.1206	534	Arcane Sanctum	YxDxG	48d87619-6a6d-42ba-8a69-910d3cc7aede
.1207	8979	Solemn Simulacrum	Yd4ea	71ec1e1d-8c7b-40e9-b916-440f8acf3ea5
.1208	1555	Cathodion	EQe6e	13ddba34-e627-4f4c-b78c-ea0c48a22537
.1209	5504	Leaden Myr	LzRXw	3a709559-fec3-44f4-a2bf-3396989b9189
.1210	8743	Silver Myr	kO0vr	d2eac3d4-2a7c-49d3-bcbb-e92b46303c31
.1211	1952	Copper Myr	YdVMz	323efe27-da58-4207-9c0c-dba5031bfa04
.1212	4946	Iron Myr	Er79R	5bd0a588-b695-4060-b5d5-c6a74710ff0f
.1213	4081	Gold Myr	EZDzV	fe0b7ec4-1297-4544-8c4a-52edc85c8aca
.1214	373	Alpha Myr	YMqRd	f3f792d7-75be-429e-8f62-0b563b103642
.1215	10480	Vault of Whispers	EPWzp	69e50871-bde7-4109-8811-a1c1bf70d3ae
.1216	8416	Seat of the Synod	YBV55	1fedc183-2d95-471c-ba78-2169e4df13f8
.1217	10178	Tree of Tales	Ydvxw	a8f69425-c530-4752-95b5-06e99b74c8b7
.1218	4180	Great Furnace	LRGQv	f0ac295e-93e4-490b-b8a3-a9794c7f56e4
.1219	424	Ancient Den	YBGRP	0a508907-a127-45cd-898a-e936bc08391f
.1220	8565	Shadowmage Infiltrator	YnBzv	31120987-4b68-4d0e-917f-b8f2ca050090
.1221	1059	Blazing Specter	EJgxm	048dbfec-b1d4-4bb2-8709-21a5f0f3d8ab
.1222	7690	Ravenous Baloth	k7yyB	2f48df6c-8d5d-4d8a-b98a-793f6a56184d
.1223	3142	Eternal Witness	kyPpX	d925cb2d-30d5-4bb5-907e-0f8fb65fcab4
.1224	9368	Stoic Angel	kyvX0	37fd303a-0a51-4931-9735-704ce8179a98
.1225	5592	Lightning Angel	k72rd	384cf91c-6cea-4279-b66d-d81b5791d411
.1226	10623	Visara the Dreadful	EP2ln	03f66946-ff52-4ce4-af25-b81196fa451b
.1227	589	Argothian Enchantress	E1Rx4	b99ff81f-08d9-4b4a-a879-de5e5e402802
.1228	5251	Killer Whale	LGbGx	1644296d-37db-4180-b9ce-20e96048d513
.1229	3924	Glimmering Angel	LRbaz	f14f55e4-eded-4a86-87f4-b8fa6f30bc0f
.1230	5974	Masticore	kqn4y	42663ac9-6b77-44f5-be76-c2c52d8465fc
.1231	979	Benalish Knight	LDpVX	d0ae60d0-20d3-452c-9953-e229567c06f5
.1232	8771	Simic Sky Swallower	YxJzV	f791b7fa-3d12-409d-b017-cb9fd8b71af7
.1233	2399	Deft Duelist	ErNg1	c4885a83-9410-4c88-b45e-1e1626fe90ea
.1234	4415	Havenwood Wurm	YnjWZ	561a4bb5-285a-4d52-b372-d165e442cff3
.1235	8862	Skyknight Legionnaire	L3XmK	3c27f2ce-702a-4ec2-a470-982171a9ec73
.1236	5536	Leonin Skyhunter	YePoy	15d6476c-1944-48e8-9af6-6db78edd58e5
.1237	9761	Tempest of Light	YxKZG	d86e9c3f-c72d-4b7b-a2c2-5249fbf0990f
.1238	8742	Silver Knight	LVvW5	297316bd-e91b-4b18-9d13-31dd51c92cce
.1239	4955	Isamaru, Hound of Konda	k7y7Z	6afead32-3542-44c4-82d6-b6a81beb9f90
.1240	5713	Loxodon Gatekeeper	LwXbQ	781476a1-73a9-4f43-9f71-d29c97ecc69a
.1241	4263	Groundbreaker	LKqxz	f467cdea-6166-4289-918b-18f5038c94ed
.1242	430	Ancient Silverback	Yx1RG	7b24ea58-0690-45d7-a84b-265b6277b59a
.1243	4384	Harmonize	L30d1	fdcb8138-0d0c-43bd-a3d3-1a57c0a19764
.1244	3710	Gaea's Skyfolk	ka7j9	8a564432-c2b3-4cf6-b4bc-2e2600b92911
.1245	7761	Recollect	LGjg5	f127214f-3e91-4988-b593-1568d0ae1718
.1246	6957	Oxidize	L4y4g	1349969e-1cbe-4541-b3ed-154f5a39f1f0
.1247	3494	Fledgling Djinn	Lzrx6	0863567a-13d6-4876-99eb-c592c3ea49a3
.1248	4439	Heartbeat of Spring	EWexl	8ccb1e59-b858-42cf-93f8-8a3badb3eaad
.1249	5807	Magus of the Bazaar	kOAqr	d117ed81-7b5c-4e29-b958-6126d48ac5a6
.1250	10748	Wall of Blossoms	Y20mm	f836b155-8829-460b-91f8-4cd00b988196
.1251	1525	Carven Caryatid	Y8We7	53847a21-aded-4aaa-9bf1-8592e67763ef
.1252	11015	Winter's Grasp	EP8w3	7af28a5d-45dc-4e31-9009-5c0bd25a9032
.1253	1668	Char	EJ234	ff3a24af-e995-4d05-ac2c-e9676048675d
.1254	4830	Incinerate	Lm1r3	f23dff46-e040-4cba-890a-97c2899701f2
.1256	8011	River Boa	Ydazw	edfbf056-c3b7-40e9-8e2b-333585978ac9
.1257	10680	Volcanic Geyser	EPKP8	7e22c791-6ef9-4f13-a14d-4f795f48bb1c
.1258	11225	Zombify	LKvKz	98a9aa95-a8d5-42e6-b92e-b25b04b9ce8a
.1259	9946	Thrashing Wumpus	E6eQO	86bc07c6-2ba7-41f8-90ab-f9bbac86dd08
.1260	6466	Nantuko Shade	EPV5v	8032dd8b-bd4f-4d44-8d7a-daac5497c8e8
.1261	5816	Magus of the Moon	Y8B3Q	7c9bd75c-9606-4607-bfa6-d6acdee12820
.1262	7296	Porphyry Nodes	Lz5GX	dfe6f333-ccb4-44ea-be59-bba6335acf99
.1263	9072	Spark Elemental	YNaNB	09e7dfad-aca9-498d-bd1c-5503b411ca5f
.1264	9811	Teroh's Faithful	YxVWy	ce1de3e4-d6b5-4c91-858c-94d62e69d1c7
.1265	7607	Rain of Tears	Ylnbe	5811f4ee-f352-4b41-8f56-da0cb7f3f11b
.1266	5806	Magus of the Arena	YxQmg	91e1c919-58e8-4637-a030-99ae90165585
.1267	6973	Paladin en-Vec	LRmA2	6ebea0dd-7d31-4688-a6c4-0e57d08de100
.1268	8756	Silvos, Rogue Elemental	LV9m8	f1175357-01fe-438c-93bc-09e29ed8c9cb
.1269	8067	Rorix Bladewing	EbMvg	8f2e7e50-e0b7-474b-a07d-35071011a70c
.1270	4880	Inkfathom Divers	Lm79K	758a8ca6-1fc1-454a-a2be-9745ac964eb7
.1271	10284	Twincast	E098v	f38eec33-a40e-4739-ad2c-2f57008cef4e
.1272	11155	Yavimaya Barbarian	E0rA3	8e17377d-4dad-4144-b0ce-c849636096a2
.1273	1991	Counsel of the Soratami	kO0Pn	1224718a-e1a7-473d-ac9d-497e624376cd
.1274	5983	Mawcor	EPdD9	5baada74-d91e-4081-8d42-d165550b8373
.1275	2204	Damnation	EbNaJ	941b65da-b9b3-4e15-bab5-bcbfd20dbe05
.1276	3839	Ghostfire	YlmQ6	29739dd4-5775-4491-8245-ca2dc38a686e
.1277	5680	Longbow Archer	Erq8o	8ac3672e-ebab-4bb1-bf4d-5020047296d8
.1278	11120	Wrecking Ball	YdjVX	9a8fafff-e9b1-49e1-9bba-5f3c82cac894
.1279	6297	Moonglove Extract	kX6pA	2d016c5f-265b-4426-8dd8-87872f075f33
.1280	6555	Nessian Courser	kOm7n	4697f3aa-abde-4379-af82-f30115f59be0
.1281	10030	Time Warp	YBPpG	e7b3ddca-69ef-4743-897b-57c58077db24
.1282	5808	Magus of the Candelabra	YowPW	f50583b8-6953-4094-b420-580d545e827f
.1283	5810	Magus of the Disk	LVw3R	70cdad7a-f041-4bbe-87ed-876ac6d0c31b
.1284	5813	Magus of the Library	Yv2Ze	899db99b-df27-4848-a23d-5c645deae450
.1285	7790	Regress	kOoZ4	b7aba8e0-34e7-43ec-bce5-b6b472daa841
.1286	5814	Magus of the Mirror	YnDRB	81357a2a-e436-469f-8610-3572c29fef15
.1287	5818	Magus of the Tabernacle	E6jn9	dd520f8c-93fb-4cf3-8dd5-d05abbd86c74
.1288	4088	Goldmeadow Harrier	Y8pV4	e5fc15af-532d-4124-9dd4-2584c00c89da
.1289	9438	Streetbreaker Wurm	EPqV9	d5313054-91a5-401c-84d1-03a2cd265060
.1291	4941	Iridescent Angel	kpqzj	f3bce4f8-3a3f-4ec2-9b37-10bb12713afc
.1292	548	Archangel	EgaRv	85160859-9a2d-470b-a924-4b1b4caba860
.1293	3697	Fyndhorn Elves	LDzGW	450744cf-7eba-491b-97b0-ca80c6368bbb
.1294	11232	Zuran Spellcaster	L3g3q	29d414a2-9afd-4bf1-908a-d9b5bea06222
.1296	3832	Ghost Warden	LDpnz	2cd81534-79cb-4fde-bfa5-11c510ac6e11
.1297	10850	Watchwolf	YNzNG	682af5e9-26b5-4f88-99e1-ab2aa34fba86
.1298	1112	Blood Knight	YdqJw	0f2133c0-8561-4264-8802-1b2933abf186
.1299	9202	Spirit of the Night	YnN5R	845c4b06-090f-4217-acb2-8900b7dab37c
.1300	9339	Steel Wall	EZDaV	43dc4ff6-c26c-4dba-ac7f-6dee7c9e5345
.1301	7711	Razorfin Hunter	kAABO	99829552-917a-4373-9772-4255dff542d6
.1302	10599	Vindicate	k9GG7	683c4e13-525c-45c9-8832-bfe67965c34e
.1303	5656	Llanowar Knight	E66Zp	e6c75d89-e432-49aa-a407-555b223b7eff
.1304	3716	Galina's Knight	kpJ1B	11b492d6-5e28-4f4b-942c-080d03cb0e92
.1305	8655	Shivan Zombie	kONqK	f4c99269-f730-4d33-bbce-9e855e9ad0fc
.1306	8371	Sculpting Steel	LKGON	7752f944-9e03-4604-b330-0c0aeee2d627
.1307	6183	Mire Boa	Y8B2A	4ab20019-d4b7-4bbb-b258-c9cc14bf2b3a
.1308	7265	Platinum Angel	kabGK	ca7f4fd6-e268-4d15-bfbf-d9f0f95864fc
.1309	5193	Keen Sense	LmDAq	d16e927d-0f23-4fac-9b35-3cfcb22ebc26
.1310	9105	Spectral Lynx	EP3lJ	13099abe-721e-42b4-9666-9e6b5f1d75c9
.1311	6324	Moroii	YBP9V	b2ac1c79-4dff-4518-8a9e-8d381a046605
.1312	1465	Cancel	LVn0R	59e14910-ee2e-49ae-855e-46a8ab6cad82
.1313	5805	Magus of the Abyss	EbeJ7	9954157a-0c05-4788-8a0f-6093ebbb38c3
.1314	5815	Magus of the Moat	LGwZ9	20dcdda9-66a2-401f-9e1b-5603f771f56f
.1315	5144	Kami of the Crescent Moon	LRlZR	dd420010-6eaf-4853-8b7b-11de1157416b
.1316	8675	Shrieking Grotesque	EZqBB	3c221f01-b094-41c7-bb5f-eef97cbf584e
.1317	7189	Phyrexian Walker	kOMx4	9f8a3979-2947-4692-8b2f-d4c07c534777
.1318	7365	Primal Frenzy	LDBPp	f5e2d822-09d0-42e5-ad91-67c66e947b3d
.1319	597	Armadillo Cloak	k9Ml7	fa232c65-dbb4-4414-bd95-b3bbd321c653
.1320	10728	Vulshok Sorcerer	EWP2r	b7153854-c548-48de-b9e2-72b7d9397563
.1321	2552	Diplomatic Immunity	Yx0pQ	fb1e610e-a4a2-460b-8e4c-13674badbce3
.1322	8523	Serra's Embrace	LG2oZ	2c45c4b3-f652-4b55-a316-55a864ac2342
.1323	4869	Infest	kXR8o	6f9ad410-0de3-46d7-9c26-34b3f388a6d6
.1324	5280	Kiss of the Amesha	YdaVe	82843400-2705-4ec3-b677-1027df6db62e
.1325	479	Annex	EZ1eN	b0df72c6-4f54-43ec-a4e0-5733003f4fd7
.1326	10963	Wild Nacatl	Y8l5W	5a3bb291-11d1-45e0-a60a-e75c7dc94b94
.1327	3379	Field Marshal	LG0lZ	1e22d287-274e-4222-9ed7-3e609a84ac07
.1328	5603	Lightning Helix	ErVQb	7053b773-a369-45b8-912f-ee66de3a63c6
.1329	1388	Bull Cerodon	ka6a8	1d375f2c-8d43-4e25-a0fb-9e936a03d5f7
.1330	10837	Warrior's Honor	EJXdA	09117d06-79e6-4f86-ba92-d1f8fe165147
.1331	6704	Nuisance Engine	YxPDR	ba455e40-274a-4de7-bf9d-9b55b1896eda
.1333	9147	Spidersilk Armor	YvBow	e55202a1-c246-4b5b-94d6-43c86a69d61a
.1334	8515	Serra Advocate	LKo0N	d7d48d56-c79e-4c7c-a9a0-92b7fb980e5c
.1335	8902	Sleeper's Robe	k9w0a	3411f0fd-8b85-4d0d-a202-701a24ffac9f
.1336	3895	Gilded Lotus	EQ1x4	a487e208-8493-4bca-8c44-284d89c66b15
.1337	1074	Blightning	E0ByJ	ccf0f075-4401-41da-a17f-a209d6a03782
.1338	11194	Zephid's Embrace	LD3bX	fb3312de-c153-4e75-8f8c-b7762b30d492
.1340	6978	Palinchron	Y8lRW	ef772879-44aa-428d-8c12-50d38f8bac80
.1341	10167	Treachery	YnZ3A	613694aa-b169-400d-8063-2b83d8303611
.1342	10025	Time Spiral	ErBeM	f3d62dbd-63db-4ac9-950f-9852627f23f2
.1343	7083	Peregrine Drake	kAn2a	fbe5d85f-bfd3-49e1-a943-ed1ade6bb2a2
.1344	8953	Snap	k9yD7	1959f078-4b7b-4df2-a256-d43b2d97e853
.1345	713	Auratog	k7xD8	8a63fab4-8e9d-4972-9e3d-51ce8575535b
.1346	9536	Sunscape Apprentice	LVDZO	a9d6bd19-77c9-4a1a-a2d5-6f9737693fea
.1347	9901	Thornscape Apprentice	LVv6R	ef276e2e-7e4d-48a0-af51-70cd843c6561
.1348	9988	Thunderscape Apprentice	EWxdx	75a0b075-5414-48d3-a2b1-47dc20213e96
.1349	6613	Nightscape Apprentice	LGgWQ	7498ca4c-614a-4776-8886-0a6ed58520f6
.1350	9415	Stormscape Apprentice	kpJq4	1eb42f39-9187-44e4-aa34-14ab31977199
.1351	10040	Tinker	LDJd9	7da23b15-dfb8-4267-9b33-d7a4c035c434
.1352	7843	Repulse	YeDGR	4dc7777b-6e9e-4889-91da-fb5283340fa1
.1353	2583	Dismiss	YeDpm	95b57eec-ecb3-408c-b938-7d3a34602cc5
.1354	6242	Mogg Fanatic	ErQbn	d479ca28-bdc2-4b87-abf7-5aeb229a3f1e
.1355	6325	Morphling	ky2DD	a0d09164-f53f-4f80-8166-8faeacaff418
.1356	10112	Tower Gargoyle	Ynv8N	f2562ab8-6491-4f13-bd20-4e4eacf840cb
.1357	7916	Rhox War Monk	L3Xvv	bd24e81d-d3a8-4550-bad9-b818f48cc700
.1358	4844	Indomitable Ancients	LGJ0x	ddf33cb6-d159-4af3-8403-d0ac10af9894
.1361	7400	Prodigal Pyromancer	YMPqB	cf16600a-c2a5-49e4-89e2-260cfaf58b52
.1362	10006	Tidehollow Strix	kyQQ1	17be4a4e-5f11-4c3e-b447-9feb5ccbc448
